MOVENODE,1,0.000000,442.774763,85.230628,0.000000,
MOVENODE,1,10000.000000,500.149234,100.000000,0.013295,
MOVENODE,1,20000.000000,500.295218,100.000000,0.047419,
MOVENODE,1,30000.000000,500.437339,100.000000,0.095279,
MOVENODE,1,40000.000000,500.576106,100.000000,0.152189,
MOVENODE,1,50000.000000,500.712273,100.000000,0.215087,
MOVENODE,1,60000.000000,500.846535,100.000000,0.281966,
MOVENODE,1,70000.000000,500.979440,100.000000,0.351505,
MOVENODE,1,80000.000000,501.111399,100.000000,0.422826,
MOVENODE,1,90000.000000,501.242704,100.000000,0.495344,
MOVENODE,1,100000.000000,501.373560,100.000000,0.568670,
MOVENODE,1,110000.000000,501.504110,100.000000,0.642539,
MOVENODE,1,120000.000000,501.634452,100.000000,0.716774,
MOVENODE,1,130000.000000,501.764653,99.999999,0.791258,
MOVENODE,1,140000.000000,501.894758,99.999998,0.865909,
MOVENODE,1,150000.000000,502.024797,99.999996,0.940673,
MOVENODE,1,160000.000000,502.154793,99.999991,1.015513,
MOVENODE,1,170000.000000,502.284759,99.999983,1.090406,
MOVENODE,1,180000.000000,502.414705,99.999972,1.165333,
MOVENODE,1,190000.000000,502.544637,99.999955,1.240283,
MOVENODE,1,200000.000000,502.674560,99.999932,1.315250,
MOVENODE,1,210000.000000,502.804477,99.999901,1.390228,
MOVENODE,1,220000.000000,502.934390,99.999861,1.465212,
MOVENODE,1,230000.000000,503.064299,99.999811,1.540202,
MOVENODE,1,240000.000000,503.194207,99.999747,1.615195,
MOVENODE,1,250000.000000,503.324114,99.999669,1.690190,
MOVENODE,1,260000.000000,503.454019,99.999575,1.765187,
MOVENODE,1,270000.000000,503.583924,99.999463,1.840185,
MOVENODE,1,280000.000000,503.713829,99.999330,1.915183,
MOVENODE,1,290000.000000,503.843733,99.999175,1.990183,
MOVENODE,1,300000.000000,503.973637,99.998995,2.065182,
MOVENODE,1,310000.000000,504.103541,99.998788,2.140181,
MOVENODE,1,320000.000000,504.233445,99.998551,2.215181,
MOVENODE,1,330000.000000,504.363349,99.998282,2.290181,
MOVENODE,1,340000.000000,504.493252,99.997979,2.365181,
MOVENODE,1,350000.000000,504.623156,99.997639,2.440181,
MOVENODE,1,360000.000000,504.753059,99.997260,2.515181,
MOVENODE,1,370000.000000,504.882962,99.996837,2.590181,
MOVENODE,1,380000.000000,505.012865,99.996370,2.665181,
MOVENODE,1,390000.000000,505.142768,99.995855,2.740180,
MOVENODE,1,400000.000000,505.272670,99.995290,2.815180,
MOVENODE,1,410000.000000,505.402573,99.994671,2.890180,
MOVENODE,1,420000.000000,505.532475,99.993995,2.965180,
MOVENODE,1,430000.000000,505.662377,99.993261,3.040180,
MOVENODE,1,440000.000000,505.792278,99.992464,3.115180,
MOVENODE,1,450000.000000,505.922179,99.991602,3.190180,
MOVENODE,1,460000.000000,506.052079,99.990671,3.265180,
MOVENODE,1,470000.000000,506.181979,99.989670,3.340180,
MOVENODE,1,480000.000000,506.311879,99.988595,3.415180,
MOVENODE,1,490000.000000,506.441777,99.987442,3.490180,
MOVENODE,1,500000.000000,506.571675,99.986209,3.565180,
MOVENODE,1,510000.000000,506.701572,99.984892,3.640180,
MOVENODE,1,520000.000000,506.831469,99.983490,3.715180,
MOVENODE,1,530000.000000,506.961364,99.981997,3.790180,
MOVENODE,1,540000.000000,507.091258,99.980412,3.865180,
MOVENODE,1,550000.000000,507.221151,99.978732,3.940180,
MOVENODE,1,560000.000000,507.351043,99.976952,4.015180,
MOVENODE,1,570000.000000,507.480933,99.975070,4.090180,
MOVENODE,1,580000.000000,507.610821,99.973084,4.165180,
MOVENODE,1,590000.000000,507.740708,99.970989,4.240180,
MOVENODE,1,600000.000000,507.870593,99.968783,4.315180,
MOVENODE,1,610000.000000,508.000476,99.966463,4.390180,
MOVENODE,1,620000.000000,508.130357,99.964025,4.465180,
MOVENODE,1,630000.000000,508.260236,99.961467,4.540180,
MOVENODE,1,640000.000000,508.390112,99.958786,4.615180,
MOVENODE,1,650000.000000,508.519986,99.955977,4.690180,
MOVENODE,1,660000.000000,508.649856,99.953040,4.765180,
MOVENODE,1,670000.000000,508.779724,99.949969,4.840180,
MOVENODE,1,680000.000000,508.909588,99.946763,4.915180,
MOVENODE,1,690000.000000,509.039449,99.943418,4.990180,
MOVENODE,1,700000.000000,509.169306,99.939931,5.065180,
MOVENODE,1,710000.000000,509.299159,99.936300,5.140180,
MOVENODE,1,720000.000000,509.429008,99.932521,5.215180,
MOVENODE,1,730000.000000,509.558852,99.928592,5.290180,
MOVENODE,1,740000.000000,509.688692,99.924510,5.365180,
MOVENODE,1,750000.000000,509.818526,99.920271,5.440180,
MOVENODE,1,760000.000000,509.948355,99.915873,5.515180,
MOVENODE,1,770000.000000,510.078179,99.911313,5.590180,
MOVENODE,1,780000.000000,510.207997,99.906588,5.665180,
MOVENODE,1,790000.000000,510.337809,99.901696,5.740180,
MOVENODE,1,800000.000000,510.467614,99.896633,5.815180,
MOVENODE,1,810000.000000,510.597412,99.891398,5.890180,
MOVENODE,1,820000.000000,510.727203,99.885986,5.965180,
MOVENODE,1,830000.000000,510.856987,99.880396,6.040180,
MOVENODE,1,840000.000000,510.986762,99.874625,6.115180,
MOVENODE,1,850000.000000,511.116529,99.868670,6.190180,
MOVENODE,1,860000.000000,511.246288,99.862529,6.265180,
MOVENODE,1,870000.000000,511.376037,99.856199,6.340180,
MOVENODE,1,880000.000000,511.505777,99.849678,6.415180,
MOVENODE,1,890000.000000,511.635508,99.842962,6.490180,
MOVENODE,1,900000.000000,511.765227,99.836050,6.565180,
MOVENODE,1,910000.000000,511.894936,99.828940,6.640180,
MOVENODE,1,920000.000000,512.024634,99.821627,6.715180,
MOVENODE,1,930000.000000,512.154320,99.814111,6.790180,
MOVENODE,1,940000.000000,512.283994,99.806389,6.865180,
MOVENODE,1,950000.000000,512.413656,99.798459,6.940180,
MOVENODE,1,960000.000000,512.543304,99.790318,7.015180,
MOVENODE,1,970000.000000,512.672939,99.781964,7.090180,
MOVENODE,1,980000.000000,512.802560,99.773394,7.165180,
MOVENODE,1,990000.000000,512.932166,99.764608,7.240180,
MOVENODE,1,1000000.000000,513.061758,99.755601,7.315180,
MOVENODE,1,1010000.000000,513.191333,99.746373,7.390180,
MOVENODE,1,1020000.000000,513.320893,99.736921,7.465180,
MOVENODE,1,1030000.000000,513.450435,99.727243,7.540180,
MOVENODE,1,1040000.000000,513.579961,99.717338,7.615180,
MOVENODE,1,1050000.000000,513.709469,99.707202,7.690180,
MOVENODE,1,1060000.000000,513.838958,99.696834,7.765180,
